"Account History - Account","Account History - ID","Account History - Next","Account History - Operation ID","Account History - Sequence","Additional Data - Fee Data - Amount","Additional Data - Fee Data -Asset","Additional Data - Transfer Data - Amount","Additional Data - Transfer Data - Asset","Block Data - Block Number","Block Data - Block Time","Block Data - Transaction ID","Operation History - Raw Operation","Operation History - Operation in Transaction","Operation History - Operation Result","Operation History - Transaction in Block","Operation Data - Virtual Operation","Operation Type"
1.2.131183,2.9.556991589,2.9.556991531,1.11.540259401,49954,,,,,31651243,2018-10-24T19:45:12,d673944d7c23fc28c3a4d42ff2da081ee9297e66,,0,"[1,""1.8.94789""]",24,13698,3
1.2.131183,2.9.556991531,2.9.556991530,1.11.540259343,49953,,,,,31651242,2018-10-24T19:45:09,0c2470df2e8d2934f55a1c9a67a974d6baf09384,,0,"[0,{}]",32,13640,4
1.2.131183,2.9.556991530,2.9.556991529,1.11.540259342,49952,,,,,31651242,2018-10-24T19:45:09,0c2470df2e8d2934f55a1c9a67a974d6baf09384,,0,"[1,""1.7.224507925""]",32,13639,1
1.2.131183,2.9.556991529,2.9.556991449,1.11.540259341,49951,,,,,31651242,2018-10-24T19:45:09,21dcf09ab4e7d656fbc4d0669670ca6832491249,,0,"[1,""1.8.94789""]",31,13638,3
1.2.131183,2.9.556991448,2.9.556991446,1.11.540259260,49949,,,,,31651241,2018-10-24T19:45:06,297d55286e5169e59aa4677dc474384ab8a53a9a,,0,"[1,""1.7.224507895""]",30,13557,1
1.2.131183,2.9.556991449,2.9.556991448,1.11.540259261,49950,,,,,31651241,2018-10-24T19:45:06,297d55286e5169e59aa4677dc474384ab8a53a9a,,0,"[0,{}]",30,13558,4
1.2.131183,2.9.556991446,2.9.556991386,1.11.540259258,49948,,,,,31651241,2018-10-24T19:45:06,b0333bc4bdddadae23b0fe23d76f841e0c817cd2,,0,"[1,""1.8.94789""]",28,13555,3
1.2.131183,2.9.556991386,2.9.556991385,1.11.540259201,49947,,,,,31651240,2018-10-24T19:45:03,0bf398939929383239737512681367ccb96e6ec9,,0,"[0,{}]",16,13498,4
1.2.131183,2.9.556991385,2.9.556991384,1.11.540259200,49946,,,,,31651240,2018-10-24T19:45:03,0bf398939929383239737512681367ccb96e6ec9,,0,"[1,""1.7.224507867""]",16,13497,1
1.2.131183,2.9.556991384,2.9.556991337,1.11.540259199,49945,,,,,31651240,2018-10-24T19:45:03,5ac94f07061bc0f91173843d17ed87fc70596a15,,0,"[1,""1.8.94789""]",15,13496,3
1.2.131183,2.9.556991333,2.9.556991257,1.11.540259148,49942,,,,,31651239,2018-10-24T19:45:00,48358d3e0edef3d84b87bcb67a0d13373e4868ed,,0,"[1,""1.8.94789""]",24,13445,3
1.2.131183,2.9.556991336,2.9.556991333,1.11.540259151,49943,,,,,31651239,2018-10-24T19:45:00,a021831153c7b5f72dae2f0636d684adecb3ccba,,0,"[1,""1.7.224507849""]",26,13448,1
1.2.131183,2.9.556991337,2.9.556991336,1.11.540259152,49944,,,,,31651239,2018-10-24T19:45:00,a021831153c7b5f72dae2f0636d684adecb3ccba,,0,"[0,{}]",26,13449,4
1.2.131183,2.9.556991257,2.9.556991256,1.11.540259073,49941,,,,,31651238,2018-10-24T19:44:57,e2691dad2fdf5df0e922628e6c17ac22e5b801ab,,0,"[0,{}]",29,13370,4
1.2.131183,2.9.556991256,2.9.556991252,1.11.540259072,49940,,,,,31651238,2018-10-24T19:44:57,e2691dad2fdf5df0e922628e6c17ac22e5b801ab,,0,"[1,""1.7.224507823""]",29,13369,1
1.2.131183,2.9.556991218,2.9.556991188,1.11.540259035,49937,,,,,31651238,2018-10-24T19:44:57,4bb3e5e7378b9bbda600b325a7253df7b02c2cff,,0,"[1,""1.7.224507804""]",0,13332,1
1.2.131183,2.9.556991219,2.9.556991218,1.11.540259036,49938,,,,,31651238,2018-10-24T19:44:57,4bb3e5e7378b9bbda600b325a7253df7b02c2cff,,0,"[0,{}]",0,13333,4
1.2.131183,2.9.556991252,2.9.556991219,1.11.540259068,49939,,,,,31651238,2018-10-24T19:44:57,f0f9119390674c68bfeda6de8805a0731299da4e,,0,"[1,""1.8.94789""]",25,13365,3
1.2.131183,2.9.556991188,2.9.556991080,1.11.540259007,49936,,,,,31651237,2018-10-24T19:44:54,73bfdad0829b8721a70edaaabfc34fa0a26971a8,,0,"[1,""1.8.94789""]",43,13304,3
1.2.131183,2.9.556991080,2.9.556991079,1.11.540258900,49935,,,,,31651236,2018-10-24T19:44:51,85758a9ba1ba5583077c423bb347f80f1bf3d95d,,0,"[0,{}]",27,13197,4
1.2.131183,2.9.556991078,2.9.556990978,1.11.540258898,49933,,,,,31651236,2018-10-24T19:44:51,613d18d3dfefba2138b41edc4ab886f015f34d57,,0,"[1,""1.8.94789""]",26,13195,3
1.2.131183,2.9.556991079,2.9.556991078,1.11.540258899,49934,,,,,31651236,2018-10-24T19:44:51,85758a9ba1ba5583077c423bb347f80f1bf3d95d,,0,"[1,""1.7.224507745""]",27,13196,1
1.2.131183,2.9.556990978,2.9.556990977,1.11.540258799,49932,,,,,31651235,2018-10-24T19:44:48,c1e1a2c39756c795b2cef5866d8c15ffdd285bb4,,0,"[0,{}]",17,13096,4
1.2.131183,2.9.556990973,2.9.556990921,1.11.540258794,49930,,,,,31651235,2018-10-24T19:44:48,e03b8504978338029f7a2e9cdca117cf1ac1d9b9,,0,"[1,""1.8.94789""]",13,13091,3
1.2.131183,2.9.556990977,2.9.556990973,1.11.540258798,49931,,,,,31651235,2018-10-24T19:44:48,c1e1a2c39756c795b2cef5866d8c15ffdd285bb4,,0,"[1,""1.7.224507714""]",17,13095,1
1.2.131183,2.9.556990918,2.9.556990820,1.11.540258739,49927,,,,,31651234,2018-10-24T19:44:45,b5a2dbadc88fd3a8ef8e30590ef0abdaee34439e,,0,"[1,""1.8.94789""]",28,13036,3
1.2.131183,2.9.556990921,2.9.556990920,1.11.540258742,49929,,,,,31651234,2018-10-24T19:44:45,90a165e7ca98cb94ebb4459069f380e29b3d442c,,0,"[0,{}]",30,13039,4
1.2.131183,2.9.556990920,2.9.556990918,1.11.540258741,49928,,,,,31651234,2018-10-24T19:44:45,90a165e7ca98cb94ebb4459069f380e29b3d442c,,0,"[1,""1.7.224507686""]",30,13038,1
1.2.131183,2.9.556990819,2.9.556990748,1.11.540258640,49925,,,,,31651233,2018-10-24T19:44:42,66be9057a8cf08bc718b37534acbdd1908953314,,0,"[1,""1.7.224507651""]",15,12937,1
1.2.131183,2.9.556990820,2.9.556990819,1.11.540258641,49926,,,,,31651233,2018-10-24T19:44:42,66be9057a8cf08bc718b37534acbdd1908953314,,0,"[0,{}]",15,12938,4
1.2.131183,2.9.556990748,2.9.556990679,1.11.540258569,49924,,,,,31651232,2018-10-24T19:44:39,f9f326992618bcff9b728a3a288ec6f7a35c39b4,,0,"[1,""1.8.94789""]",5,12866,3
1.2.131183,2.9.556990678,2.9.556990665,1.11.540258500,49922,,,,,31651231,2018-10-24T19:44:36,c07ed9312ba037ab78c4623924edaa7da931dea2,,0,"[1,""1.7.224507587""]",21,12797,1
1.2.131183,2.9.556990665,2.9.556990105,1.11.540258487,49921,,,,,31651231,2018-10-24T19:44:36,92bf91f6c79aca507366390bc6dadcc2ce7c0a96,,0,"[1,""1.8.94789""]",11,12784,3
1.2.131183,2.9.556990679,2.9.556990678,1.11.540258501,49923,,,,,31651231,2018-10-24T19:44:36,c07ed9312ba037ab78c4623924edaa7da931dea2,,0,"[0,{}]",21,12798,4
1.2.131183,2.9.556990105,2.9.556989970,1.11.540257934,49920,,,,,31651224,2018-10-24T19:44:15,6429219e25ec746b3902c6f1c7de2f877378cf78,,0,"[1,""1.8.94789""]",1,12231,3
1.2.131183,2.9.556989889,2.9.556989888,1.11.540257718,49915,,,,,31651222,2018-10-24T19:44:09,bfb7073fd28ccfc695392777f859bf6306e7e1b6,,0,"[1,""1.7.224507280""]",4,12015,1
1.2.131183,2.9.556989882,2.9.556989881,1.11.540257711,49913,,,,,31651222,2018-10-24T19:44:09,9fdb40c81722fb9b07dc4dbae1afad96e99b0049,,0,"[0,{}]",0,12008,4
1.2.131183,2.9.556989888,2.9.556989882,1.11.540257717,49914,,,,,31651222,2018-10-24T19:44:09,6fef989e5d2efecfc7d1b4672db9825e986e56cd,,0,"[1,""1.8.94789""]",3,12014,3
1.2.131183,2.9.556989970,2.9.556989969,1.11.540257799,49919,,,,,31651222,2018-10-24T19:44:09,818b9bfca36d5ee6fd8b0deedde775bec66c872e,,0,"[0,{}]",54,12096,4
1.2.131183,2.9.556989881,2.9.556989783,1.11.540257710,49912,,,,,31651222,2018-10-24T19:44:09,9fdb40c81722fb9b07dc4dbae1afad96e99b0049,,0,"[1,""1.7.224507277""]",0,12007,1
1.2.131183,2.9.556989890,2.9.556989889,1.11.540257719,49916,,,,,31651222,2018-10-24T19:44:09,bfb7073fd28ccfc695392777f859bf6306e7e1b6,,0,"[0,{}]",4,12016,4
1.2.131183,2.9.556989969,2.9.556989964,1.11.540257798,49918,,,,,31651222,2018-10-24T19:44:09,818b9bfca36d5ee6fd8b0deedde775bec66c872e,,0,"[1,""1.7.224507310""]",54,12095,1
1.2.131183,2.9.556989964,2.9.556989890,1.11.540257793,49917,,,,,31651222,2018-10-24T19:44:09,c070e69491ff9fcc2108137ffff27b2a3f419047,,0,"[1,""1.8.94789""]",49,12090,3
1.2.131183,2.9.556989783,2.9.556989351,1.11.540257613,49911,,,,,31651220,2018-10-24T19:44:03,9d813d7a6caa6321cf550235f05a91ed79505f1a,,0,"[1,""1.8.94789""]",72,11910,3
1.2.131183,2.9.556989351,2.9.556989275,1.11.540257186,49910,,,,,31651213,2018-10-24T19:43:42,66b71423810496f9768c6015f1f27d8a7b023646,,0,"[1,""1.8.94789""]",54,11483,3
1.2.131183,2.9.556989275,2.9.556989274,1.11.540257110,49909,,,,,31651212,2018-10-24T19:43:39,7db708f1cef9984315ab794453762c0bd0df60f4,,0,"[0,{}]",71,11407,4
1.2.131183,2.9.556989272,2.9.556989169,1.11.540257107,49907,,,,,31651212,2018-10-24T19:43:39,a8a11d5af383cfd8322e3c9ddf98b7d4f2b79355,,0,"[1,""1.8.94789""]",69,11404,3
1.2.131183,2.9.556989274,2.9.556989272,1.11.540257109,49908,,,,,31651212,2018-10-24T19:43:39,7db708f1cef9984315ab794453762c0bd0df60f4,,0,"[1,""1.7.224507012""]",71,11406,1
1.2.131183,2.9.556989168,2.9.556989163,1.11.540257003,49905,,,,,31651211,2018-10-24T19:43:36,a78527efa86bda9106ed08f0e30ac76e9da8744d,,0,"[1,""1.7.224506968""]",52,11300,1
1.2.131183,2.9.556989169,2.9.556989168,1.11.540257004,49906,,,,,31651211,2018-10-24T19:43:36,a78527efa86bda9106ed08f0e30ac76e9da8744d,,0,"[0,{}]",52,11301,4
1.2.131183,2.9.556989163,2.9.556989084,1.11.540256998,49904,,,,,31651211,2018-10-24T19:43:36,c6911324b5d1ed95c299e046e2a9efca1d1def02,,0,"[1,""1.8.94789""]",48,11295,3
1.2.131183,2.9.556989084,2.9.556989083,1.11.540256919,49903,,,,,31651210,2018-10-24T19:43:33,6e3e56b5088fc61df48c8c62972959448037faa8,,0,"[0,{}]",43,11216,4
1.2.131183,2.9.556989083,2.9.556989080,1.11.540256918,49902,,,,,31651210,2018-10-24T19:43:33,6e3e56b5088fc61df48c8c62972959448037faa8,,0,"[1,""1.7.224506937""]",43,11215,1
1.2.131183,2.9.556989080,2.9.556988987,1.11.540256915,49901,,,,,31651210,2018-10-24T19:43:33,be6ee44298cd209af29a61d8b2ca4fbdd1e44d9b,,0,"[1,""1.8.94789""]",40,11212,3
1.2.131183,2.9.556988964,2.9.556988898,1.11.540256801,49898,,,,,31651209,2018-10-24T19:43:30,c3474db80c413ccd5c0baf11aa0c4ecfe79316ea,,0,"[1,""1.8.94789""]",31,11098,3
1.2.131183,2.9.556988986,2.9.556988964,1.11.540256823,49899,,,,,31651209,2018-10-24T19:43:30,34647ec60ef47b96a487fa945fb391797f0fc93f,,0,"[1,""1.7.224506905""]",45,11120,1
1.2.131183,2.9.556988987,2.9.556988986,1.11.540256824,49900,,,,,31651209,2018-10-24T19:43:30,34647ec60ef47b96a487fa945fb391797f0fc93f,,0,"[0,{}]",45,11121,4
1.2.131183,2.9.556988897,2.9.556988896,1.11.540256734,49896,,,,,31651208,2018-10-24T19:43:27,5fe431027138e20df83a313559bc70bd2c5a2120,,0,"[1,""1.7.224506861""]",23,11031,1
1.2.131183,2.9.556988896,2.9.556988831,1.11.540256733,49895,,,,,31651208,2018-10-24T19:43:27,2c1d476e793b296f48d2d9b93ce5c715e042ab68,,0,"[1,""1.8.94789""]",22,11030,3
1.2.131183,2.9.556988898,2.9.556988897,1.11.540256735,49897,,,,,31651208,2018-10-24T19:43:27,5fe431027138e20df83a313559bc70bd2c5a2120,,0,"[0,{}]",23,11032,4
1.2.131183,2.9.556988826,2.9.556988734,1.11.540256664,49892,,,,,31651207,2018-10-24T19:43:24,aa9434c8e54613fb86eb9d2e072fbacd0e8345a0,,0,"[1,""1.8.94789""]",32,10961,3
1.2.131183,2.9.556988830,2.9.556988826,1.11.540256668,49893,,,,,31651207,2018-10-24T19:43:24,e633d39298e4ad7a99ff854898f40f82d879a5f5,,0,"[1,""1.7.224506836""]",36,10965,1
1.2.131183,2.9.556988831,2.9.556988830,1.11.540256669,49894,,,,,31651207,2018-10-24T19:43:24,e633d39298e4ad7a99ff854898f40f82d879a5f5,,0,"[0,{}]",36,10966,4
1.2.131183,2.9.556988733,2.9.556988637,1.11.540256573,49890,,,,,31651206,2018-10-24T19:43:21,4455583db892c27cb71e9757db09ed69e02a39db,,0,"[1,""1.7.224506803""]",33,10870,1
1.2.131183,2.9.556988734,2.9.556988733,1.11.540256574,49891,,,,,31651206,2018-10-24T19:43:21,4455583db892c27cb71e9757db09ed69e02a39db,,0,"[0,{}]",33,10871,4
1.2.131183,2.9.556988637,2.9.556988570,1.11.540256477,49889,,,,,31651205,2018-10-24T19:43:18,15662670bcf0c719bf90ee0f488989d77c77b6ca,,0,"[1,""1.8.94789""]",20,10774,3
1.2.131183,2.9.556988569,2.9.556988560,1.11.540256409,49887,,,,,31651204,2018-10-24T19:43:15,029c603d02e5f6440fc1dc8d96815cc8c2b82c80,,0,"[1,""1.7.224506747""]",33,10706,1
1.2.131183,2.9.556988570,2.9.556988569,1.11.540256410,49888,,,,,31651204,2018-10-24T19:43:15,029c603d02e5f6440fc1dc8d96815cc8c2b82c80,,0,"[0,{}]",33,10707,4
1.2.131183,2.9.556988560,2.9.556988473,1.11.540256400,49886,,,,,31651204,2018-10-24T19:43:15,60ec91b5069d58d300a115104e91d2210b32128a,,0,"[1,""1.8.94789""]",26,10697,3
1.2.131183,2.9.556988464,2.9.556988463,1.11.540256306,49881,,,,,31651203,2018-10-24T19:43:12,82c6972d3ab62f232785af18a16070ff56101bf1,,0,"[0,{}]",32,10603,4
1.2.131183,2.9.556988467,2.9.556988464,1.11.540256309,49882,,,,,31651203,2018-10-24T19:43:12,82c6972d3ab62f232785af18a16070ff56101bf1,,0,"[0,{}]",32,10606,4
1.2.131183,2.9.556988463,2.9.556988459,1.11.540256305,49880,,,,,31651203,2018-10-24T19:43:12,82c6972d3ab62f232785af18a16070ff56101bf1,,0,"[1,""1.7.224506698""]",32,10602,1
1.2.131183,2.9.556988469,2.9.556988467,1.11.540256311,49883,,,,,31651203,2018-10-24T19:43:12,82c6972d3ab62f232785af18a16070ff56101bf1,,0,"[0,{}]",32,10608,4
1.2.131183,2.9.556988471,2.9.556988469,1.11.540256313,49884,,,,,31651203,2018-10-24T19:43:12,82c6972d3ab62f232785af18a16070ff56101bf1,,0,"[0,{}]",32,10610,4
1.2.131183,2.9.556988459,2.9.556986972,1.11.540256301,49879,,,,,31651203,2018-10-24T19:43:12,7ecef633649b3e80d70b3eb5d4fa42db2d086a69,,0,"[1,""1.8.94789""]",28,10598,3
1.2.131183,2.9.556988473,2.9.556988471,1.11.540256315,49885,,,,,31651203,2018-10-24T19:43:12,82c6972d3ab62f232785af18a16070ff56101bf1,,0,"[0,{}]",32,10612,4
1.2.131183,2.9.556986883,2.9.556986817,1.11.540254744,49875,,,,,31651183,2018-10-24T19:42:12,0651a577051c1f2de1a08b795b99b46f862f7f64,,0,"[1,""1.8.94789""]",0,9041,3
1.2.131183,2.9.556986889,2.9.556986883,1.11.540254750,49876,,,,,31651183,2018-10-24T19:42:12,f42858f87915595c85f31afb4d3c2a7fb94b60e5,,0,"[1,""1.7.224506036""]",4,9047,1
1.2.131183,2.9.556986890,2.9.556986889,1.11.540254751,49877,,,,,31651183,2018-10-24T19:42:12,f42858f87915595c85f31afb4d3c2a7fb94b60e5,,0,"[0,{}]",4,9048,4
1.2.131183,2.9.556986972,2.9.556986890,1.11.540254832,49878,,,,,31651183,2018-10-24T19:42:12,0f7bae5484d6f588f02234ca99e9edb8e88be5f1,,0,"[1,""1.8.94789""]",73,9129,3
1.2.131183,2.9.556986810,2.9.556986734,1.11.540254671,49872,,,,,31651182,2018-10-24T19:42:09,8f06cbc6ea7e4fbb785be63fc73d033e98a2540d,,0,"[1,""1.8.94789""]",24,8968,3
1.2.131183,2.9.556986816,2.9.556986810,1.11.540254677,49873,,,,,31651182,2018-10-24T19:42:09,61f4d2b4929634ebce270f698f6090f4f6892038,,0,"[1,""1.7.224506004""]",30,8974,1
1.2.131183,2.9.556986817,2.9.556986816,1.11.540254678,49874,,,,,31651182,2018-10-24T19:42:09,61f4d2b4929634ebce270f698f6090f4f6892038,,0,"[0,{}]",30,8975,4
1.2.131183,2.9.556986733,2.9.556986724,1.11.540254595,49870,,,,,31651180,2018-10-24T19:42:03,ad5813de5e17f22a505c95cfdff4cbfc0ea6f52f,,0,"[1,""1.7.224505967""]",71,8892,1
1.2.131183,2.9.556986734,2.9.556986733,1.11.540254596,49871,,,,,31651180,2018-10-24T19:42:03,ad5813de5e17f22a505c95cfdff4cbfc0ea6f52f,,0,"[0,{}]",71,8893,4
1.2.131183,2.9.556986724,2.9.556985417,1.11.540254586,49869,,,,,31651180,2018-10-24T19:42:03,4735b0e5591ef62864de38edf54805d4457037a0,,0,"[1,""1.8.94789""]",62,8883,3
1.2.131183,2.9.556985417,2.9.556985276,1.11.540253289,49868,,,,,31651160,2018-10-24T19:41:03,d20a00d65ffc3f4a017a658203e4fae2f7681a86,,0,"[1,""1.8.94789""]",70,7586,3
1.2.131183,2.9.556985275,2.9.556985274,1.11.540253150,49866,,,,,31651159,2018-10-24T19:41:00,899bbeb9fca79698b704cff62e7a5e3ff399f445,,0,"[1,""1.7.224505350""]",27,7447,1
1.2.131183,2.9.556985274,2.9.556985200,1.11.540253149,49865,,,,,31651159,2018-10-24T19:41:00,424c308611b9382df5b7a0ead2b5ef66fdc2ea19,,0,"[1,""1.8.94789""]",26,7446,3
1.2.131183,2.9.556985276,2.9.556985275,1.11.540253151,49867,,,,,31651159,2018-10-24T19:41:00,899bbeb9fca79698b704cff62e7a5e3ff399f445,,0,"[0,{}]",27,7448,4
1.2.131183,2.9.556985199,2.9.556985193,1.11.540253077,49863,,,,,31651158,2018-10-24T19:40:57,bd2fff138d9a4794808fc029e0bb5feab0426897,,0,"[1,""1.7.224505316""]",18,7374,1
1.2.131183,2.9.556985200,2.9.556985199,1.11.540253078,49864,,,,,31651158,2018-10-24T19:40:57,bd2fff138d9a4794808fc029e0bb5feab0426897,,0,"[0,{}]",18,7375,4
1.2.131183,2.9.556985193,2.9.556985123,1.11.540253072,49862,,,,,31651158,2018-10-24T19:40:57,855e51b39dbc217d0dc0addc23198781487c2c41,,0,"[1,""1.8.94789""]",14,7369,3
1.2.131183,2.9.556985090,2.9.556985028,1.11.540252971,49857,,,,,31651157,2018-10-24T19:40:54,47c129675425e393715d8cbd6c8a088211342554,,0,"[1,""1.7.224505263""]",0,7268,1
1.2.131183,2.9.556985116,2.9.556985091,1.11.540252997,49859,,,,,31651157,2018-10-24T19:40:54,08e40cf9cec1ae42defc4d19181f41aa71a628a8,,0,"[1,""1.8.94789""]",20,7294,3
1.2.131183,2.9.556985091,2.9.556985090,1.11.540252972,49858,,,,,31651157,2018-10-24T19:40:54,47c129675425e393715d8cbd6c8a088211342554,,0,"[0,{}]",0,7269,4
1.2.131183,2.9.556985123,2.9.556985122,1.11.540253004,49861,,,,,31651157,2018-10-24T19:40:54,0bed95102bb52930c7e954790e69f3ff8038e913,,0,"[0,{}]",26,7301,4
1.2.131183,2.9.556985122,2.9.556985116,1.11.540253003,49860,,,,,31651157,2018-10-24T19:40:54,0bed95102bb52930c7e954790e69f3ff8038e913,,0,"[1,""1.7.224505280""]",26,7300,1
1.2.131183,2.9.556985028,2.9.556984969,1.11.540252909,49856,,,,,31651156,2018-10-24T19:40:51,ef97655314fc239b109dbf8d2e93166abbf9d1fd,,0,"[1,""1.8.94789""]",18,7206,3
1.2.131183,2.9.556984945,2.9.556984944,1.11.540252826,49851,,,,,31651155,2018-10-24T19:40:48,ca3c393e9e160e42b9fb60b571122056d0a7c9b1,,0,"[1,""1.7.224505209""]",3,7123,1
1.2.131183,2.9.556984944,2.9.556984819,1.11.540252825,49850,,,,,31651155,2018-10-24T19:40:48,e17f16b83a8bf394d22c2d41688952f55b2874ee,,0,"[1,""1.8.94789""]",2,7122,3
1.2.131183,2.9.556984967,2.9.556984946,1.11.540252848,49853,,,,,31651155,2018-10-24T19:40:48,37fa049d81d6c3d8ef299635f35dc46ff26c1bfa,,0,"[1,""1.8.94789""]",19,7145,3
1.2.131183,2.9.556984969,2.9.556984968,1.11.540252850,49855,,,,,31651155,2018-10-24T19:40:48,b17ccbbeba0368ad57109254eac3be0fd7ae2e28,,0,"[0,{}]",20,7147,4
1.2.131183,2.9.556984946,2.9.556984945,1.11.540252827,49852,,,,,31651155,2018-10-24T19:40:48,ca3c393e9e160e42b9fb60b571122056d0a7c9b1,,0,"[0,{}]",3,7124,4
1.2.131183,2.9.556984968,2.9.556984967,1.11.540252849,49854,,,,,31651155,2018-10-24T19:40:48,b17ccbbeba0368ad57109254eac3be0fd7ae2e28,,0,"[1,""1.7.224505216""]",20,7146,1
1.2.131183,2.9.556984819,2.9.556984818,1.11.540252700,49849,,,,,31651153,2018-10-24T19:40:42,71e750182fa1ea2416e31863190d861febad18e4,,0,"[0,{}]",5,6997,4
1.2.131183,2.9.556984817,2.9.556984736,1.11.540252698,49847,,,,,31651153,2018-10-24T19:40:42,e78c039ddb1bb25630b6f646488992b6b2221765,,0,"[1,""1.8.94789""]",4,6995,3
1.2.131183,2.9.556984818,2.9.556984817,1.11.540252699,49848,,,,,31651153,2018-10-24T19:40:42,71e750182fa1ea2416e31863190d861febad18e4,,0,"[1,""1.7.224505163""]",5,6996,1
1.2.131183,2.9.556984718,2.9.556982339,1.11.540252599,49844,,,,,31651152,2018-10-24T19:40:39,c1cf6e5ab15f3b99608e957ddcdaa753ff1fbb1e,,0,"[1,""1.8.94789""]",12,6896,3
1.2.131183,2.9.556984736,2.9.556984735,1.11.540252617,49846,,,,,31651152,2018-10-24T19:40:39,47ec75453b6554a23630ad80ee06d9c89d017a3d,,0,"[0,{}]",23,6914,4
1.2.131183,2.9.556984735,2.9.556984718,1.11.540252616,49845,,,,,31651152,2018-10-24T19:40:39,47ec75453b6554a23630ad80ee06d9c89d017a3d,,0,"[1,""1.7.224505134""]",23,6913,1
1.2.131183,2.9.556982301,2.9.556982300,1.11.540250214,49842,,,,,31651116,2018-10-24T19:38:51,0a13ecfdaf147a74fa45739af3472b55f6a47792,,0,"[0,{}]",0,4511,4
1.2.131183,2.9.556982300,2.9.556982262,1.11.540250213,49841,,,,,31651116,2018-10-24T19:38:51,0a13ecfdaf147a74fa45739af3472b55f6a47792,,0,"[1,""1.7.224504086""]",0,4510,1
1.2.131183,2.9.556982339,2.9.556982301,1.11.540250251,49843,,,,,31651116,2018-10-24T19:38:51,8894ce13ea4f9fa70b904b6f7c093d3be77c7869,,0,"[1,""1.8.94789""]",31,4548,3
1.2.131183,2.9.556982246,2.9.556982245,1.11.540250159,49839,,,,,31651115,2018-10-24T19:38:48,37c71436c85bc528684c5e50ccb064983b721551,,0,"[0,{}]",0,4456,4
1.2.131183,2.9.556982262,2.9.556982246,1.11.540250175,49840,,,,,31651115,2018-10-24T19:38:48,ffc899d1c7f80898589fa216aaae7e0412bdc792,,0,"[1,""1.8.94789""]",13,4472,3
1.2.131183,2.9.556982245,2.9.556982216,1.11.540250158,49838,,,,,31651115,2018-10-24T19:38:48,37c71436c85bc528684c5e50ccb064983b721551,,0,"[1,""1.7.224504063""]",0,4455,1
1.2.131183,2.9.556982216,2.9.556982161,1.11.540250129,49837,,,,,31651114,2018-10-24T19:38:45,5f2d68aa5c5ea6d3a575f6ffe0198f6fe41d291c,,0,"[1,""1.8.94789""]",15,4426,3
1.2.131183,2.9.556982160,2.9.556982146,1.11.540250073,49835,,,,,31651113,2018-10-24T19:38:42,9f481915a54ec97604fdec81421a8bc1dc22aad0,,0,"[1,""1.7.224504024""]",25,4370,1
1.2.131183,2.9.556982161,2.9.556982160,1.11.540250074,49836,,,,,31651113,2018-10-24T19:38:42,9f481915a54ec97604fdec81421a8bc1dc22aad0,,0,"[0,{}]",25,4371,4
1.2.131183,2.9.556982146,2.9.556982087,1.11.540250059,49834,,,,,31651113,2018-10-24T19:38:42,d25b2927e6dfa686b5fb03a02ff3dece3478b8db,,0,"[1,""1.8.94789""]",13,4356,3
1.2.131183,2.9.556982051,2.9.556981990,1.11.540249964,49829,,,,,31651112,2018-10-24T19:38:39,a1d3085cc84459ecd704f27c645a071aaf0b644d,,0,"[1,""1.7.224503976""]",0,4261,1
1.2.131183,2.9.556982087,2.9.556982086,1.11.540250000,49833,,,,,31651112,2018-10-24T19:38:39,164c92019c6807ef42d9135cf292db9daf16a971,,0,"[0,{}]",27,4297,4
1.2.131183,2.9.556982085,2.9.556982052,1.11.540249998,49831,,,,,31651112,2018-10-24T19:38:39,31882fb517dbd2620858ca33ef7c9229f08b1750,,0,"[1,""1.8.94789""]",26,4295,3
1.2.131183,2.9.556982086,2.9.556982085,1.11.540249999,49832,,,,,31651112,2018-10-24T19:38:39,164c92019c6807ef42d9135cf292db9daf16a971,,0,"[1,""1.7.224503992""]",27,4296,1
1.2.131183,2.9.556982052,2.9.556982051,1.11.540249965,49830,,,,,31651112,2018-10-24T19:38:39,a1d3085cc84459ecd704f27c645a071aaf0b644d,,0,"[0,{}]",0,4262,4
1.2.131183,2.9.556981990,2.9.556981858,1.11.540249903,49828,,,,,31651111,2018-10-24T19:38:36,11c2a405215cedcc6835690e85d430de334c2f46,,0,"[1,""1.8.94789""]",40,4200,3
1.2.131183,2.9.556981855,2.9.556979580,1.11.540249768,49825,,,,,31651110,2018-10-24T19:38:33,de14e5129a442b835cec73f6cb86b0c64ae607f3,,0,"[1,""1.8.94789""]",27,4065,3
1.2.131183,2.9.556981858,2.9.556981857,1.11.540249771,49827,,,,,31651110,2018-10-24T19:38:33,cccbd4185f6c502fb2ce1d5de3882f1cd1148b44,,0,"[0,{}]",29,4068,4
1.2.131183,2.9.556981857,2.9.556981855,1.11.540249770,49826,,,,,31651110,2018-10-24T19:38:33,cccbd4185f6c502fb2ce1d5de3882f1cd1148b44,,0,"[1,""1.7.224503884""]",29,4067,1
1.2.131183,2.9.556979580,2.9.556979504,1.11.540247514,49824,,,,,31651076,2018-10-24T19:36:51,69c41090aef199ff73ff33357733694515d1731c,,0,"[1,""1.8.94789""]",16,1811,3
1.2.131183,2.9.556979503,2.9.556979495,1.11.540247442,49822,,,,,31651074,2018-10-24T19:36:45,0521ff7771dacb0c7c887b331a2866e6e3fe1a80,,0,"[1,""1.7.224502868""]",35,1739,1
