"Account History - Account","Account History - ID","Account History - Next","Account History - Operation ID","Account History - Sequence","Additional Data - Fee Data - Amount","Additional Data - Fee Data -Asset","Additional Data - Transfer Data - Amount","Additional Data - Transfer Data - Asset","Block Data - Block Number","Block Data - Block Time","Block Data - Transaction ID","Operation History - Raw Operation","Operation History - Operation in Transaction","Operation History - Operation Result","Operation History - Transaction in Block","Operation Data - Virtual Operation","Operation Type"
1.2.131183,2.9.557304328,2.9.557304323,1.11.540567576,50085,,,,,31655731,2018-10-24T23:30:12,f6f50c9ebb37d9233e1e2d99cdfb08a1419fe03c,,0,"[1,""1.7.224646496""]",24,59729,1
1.2.131183,2.9.557304329,2.9.557304328,1.11.540567577,50086,,,,,31655731,2018-10-24T23:30:12,f6f50c9ebb37d9233e1e2d99cdfb08a1419fe03c,,0,"[0,{}]",24,59730,4
1.2.131183,2.9.557304243,2.9.557267942,1.11.540567493,50081,,,,,31655730,2018-10-24T23:30:09,a658ebec3b47689ef2addfada2a8703838497e0c,,0,"[1,""1.8.94789""]",17,59646,3
1.2.131183,2.9.557304244,2.9.557304243,1.11.540567494,50082,,,,,31655730,2018-10-24T23:30:09,e309600b72bb0970bfd7888b1a848a3313af0740,,0,"[1,""1.7.224646463""]",18,59647,1
1.2.131183,2.9.557304245,2.9.557304244,1.11.540567495,50083,,,,,31655730,2018-10-24T23:30:09,e309600b72bb0970bfd7888b1a848a3313af0740,,0,"[0,{}]",18,59648,4
1.2.131183,2.9.557267942,2.9.557031347,1.11.540531544,50080,,,,,31655167,2018-10-24T23:02:00,59d0a2a301f84002464ba2168358d58e95f9d458,,0,"[0,{}]",38,23697,4
1.2.131183,2.9.557031311,2.9.557031287,1.11.540298498,50077,,,,,31651790,2018-10-24T20:12:42,79b14a0dfdb38b87f9db98532576ef5498504a58,,0,"[1,""1.7.224525108""]",0,52795,1
1.2.131183,2.9.557031347,2.9.557031312,1.11.540298532,50079,,,,,31651790,2018-10-24T20:12:42,64bfe2708d32750c1980b8bc3724013248eb03c6,,0,"[1,""1.8.94789""]",25,52829,3
1.2.131183,2.9.557031312,2.9.557031311,1.11.540298499,50078,,,,,31651790,2018-10-24T20:12:42,79b14a0dfdb38b87f9db98532576ef5498504a58,,0,"[0,{}]",0,52796,4
1.2.131183,2.9.557031287,2.9.557031200,1.11.540298476,50076,,,,,31651789,2018-10-24T20:12:39,91c099c9dfa9c9aaf11c881d39ab85b79140e9a0,,0,"[1,""1.8.94789""]",33,52773,3
1.2.131183,2.9.557031197,2.9.557031109,1.11.540298390,50073,,,,,31651788,2018-10-24T20:12:36,18f41df3a1cdeb351d16e069037f4aa82671f956,,0,"[1,""1.7.224525048""]",20,52687,1
1.2.131183,2.9.557031200,2.9.557031198,1.11.540298393,50075,,,,,31651788,2018-10-24T20:12:36,71044f5ccae405cea1f72f2e1fd346a2533e6e32,,0,"[1,""1.8.94789""]",21,52690,3
1.2.131183,2.9.557031198,2.9.557031197,1.11.540298391,50074,,,,,31651788,2018-10-24T20:12:36,18f41df3a1cdeb351d16e069037f4aa82671f956,,0,"[0,{}]",20,52688,4
1.2.131183,2.9.557031108,2.9.557031107,1.11.540298304,50071,,,,,31651787,2018-10-24T20:12:33,5b2e24890b1b1d561505c3efcd4ad15051c11872,,0,"[1,""1.7.224525004""]",8,52601,1
1.2.131183,2.9.557031109,2.9.557031108,1.11.540298305,50072,,,,,31651787,2018-10-24T20:12:33,5b2e24890b1b1d561505c3efcd4ad15051c11872,,0,"[0,{}]",8,52602,4
1.2.131183,2.9.557031107,2.9.557031028,1.11.540298303,50070,,,,,31651787,2018-10-24T20:12:33,94398091abded888df0e1997063a75c210edb7e3,,0,"[1,""1.8.94789""]",7,52600,3
1.2.131183,2.9.557031027,2.9.557030953,1.11.540298225,50068,,,,,31651786,2018-10-24T20:12:30,5c400d32f5e5dbdad2ed69f976620a55fc3dd08f,,0,"[1,""1.7.224524968""]",17,52522,1
1.2.131183,2.9.557031028,2.9.557031027,1.11.540298226,50069,,,,,31651786,2018-10-24T20:12:30,5c400d32f5e5dbdad2ed69f976620a55fc3dd08f,,0,"[0,{}]",17,52523,4
1.2.131183,2.9.557030932,2.9.557030861,1.11.540298131,50065,,,,,31651785,2018-10-24T20:12:27,e66955e5d220a7cab4e92b176d4783290192ed95,,0,"[1,""1.7.224524913""]",0,52428,1
1.2.131183,2.9.557030933,2.9.557030932,1.11.540298132,50066,,,,,31651785,2018-10-24T20:12:27,e66955e5d220a7cab4e92b176d4783290192ed95,,0,"[0,{}]",0,52429,4
1.2.131183,2.9.557030953,2.9.557030933,1.11.540298151,50067,,,,,31651785,2018-10-24T20:12:27,b23a2cf1fd4dba2cf4e88debb8ac665ee11e020b,,0,"[1,""1.8.94789""]",16,52448,3
1.2.131183,2.9.557030861,2.9.557012875,1.11.540298062,50064,,,,,31651784,2018-10-24T20:12:24,f2e90c044cc0b8828a923c45e88df17b65648790,,0,"[1,""1.8.94789""]",32,52359,3
1.2.131183,2.9.557012875,2.9.557012774,1.11.540280394,50063,,,,,31651549,2018-10-24T20:00:39,944bd0327aa7ea3b672d6789d05d218b20a7f320,,0,"[1,""1.8.94789""]",34,34691,3
1.2.131183,2.9.557012767,2.9.557005908,1.11.540280287,50060,,,,,31651548,2018-10-24T20:00:36,0927902be8f4c2540aed69bf6afb0e4b25e45714,,0,"[1,""1.8.94789""]",31,34584,3
1.2.131183,2.9.557012773,2.9.557012767,1.11.540280293,50061,,,,,31651548,2018-10-24T20:00:36,ca89c09847ed7847c761ff42439da1e3e3f8beaf,,0,"[1,""1.7.224517124""]",37,34590,1
1.2.131183,2.9.557012774,2.9.557012773,1.11.540280294,50062,,,,,31651548,2018-10-24T20:00:36,ca89c09847ed7847c761ff42439da1e3e3f8beaf,,0,"[0,{}]",37,34591,4
1.2.131183,2.9.557005908,2.9.557005791,1.11.540273514,50059,,,,,31651445,2018-10-24T19:55:18,96d6f5d2da1016afa189a8aa92dd41ea51b6be6f,,0,"[1,""1.8.94789""]",38,27811,3
1.2.131183,2.9.557005788,2.9.557000690,1.11.540273397,50056,,,,,31651444,2018-10-24T19:55:15,271cb4efcd7ce92bd3f83f5ab15b12e280222a77,,0,"[1,""1.8.94789""]",6,27694,3
1.2.131183,2.9.557005790,2.9.557005788,1.11.540273399,50057,,,,,31651444,2018-10-24T19:55:15,7c6c1e4ebfe4aa0db7eb82f4c7da30542a7bab89,,0,"[1,""1.7.224514014""]",8,27696,1
1.2.131183,2.9.557005791,2.9.557005790,1.11.540273400,50058,,,,,31651444,2018-10-24T19:55:15,7c6c1e4ebfe4aa0db7eb82f4c7da30542a7bab89,,0,"[0,{}]",8,27697,4
1.2.131183,2.9.557000690,2.9.557000564,1.11.540268383,50055,,,,,31651367,2018-10-24T19:51:24,ff7561b549ffeb0fbb613a0cebfbef2da8cb97fd,,0,"[1,""1.8.94789""]",62,22680,3
1.2.131183,2.9.557000563,2.9.557000550,1.11.540268261,50053,,,,,31651366,2018-10-24T19:51:21,cf39b012f8ecbb4ae03eb2512cfa75dab669f5f5,,0,"[1,""1.7.224511714""]",34,22558,1
1.2.131183,2.9.557000564,2.9.557000563,1.11.540268262,50054,,,,,31651366,2018-10-24T19:51:21,cf39b012f8ecbb4ae03eb2512cfa75dab669f5f5,,0,"[0,{}]",34,22559,4
1.2.131183,2.9.557000550,2.9.557000498,1.11.540268248,50052,,,,,31651366,2018-10-24T19:51:21,2bf75587f2973b8a859de3e03a7751b33dbcd010,,0,"[1,""1.8.94789""]",26,22545,3
1.2.131183,2.9.557000483,2.9.557000380,1.11.540268182,50049,,,,,31651365,2018-10-24T19:51:18,7822b361d1e29c1289e9b9e54f11caaafa2cac30,,0,"[1,""1.8.94789""]",46,22479,3
1.2.131183,2.9.557000498,2.9.557000497,1.11.540268197,50051,,,,,31651365,2018-10-24T19:51:18,01fed40364fef4c2f8adc72662f56fecef47642b,,0,"[0,{}]",59,22494,4
1.2.131183,2.9.557000497,2.9.557000483,1.11.540268196,50050,,,,,31651365,2018-10-24T19:51:18,01fed40364fef4c2f8adc72662f56fecef47642b,,0,"[1,""1.7.224511682""]",59,22493,1
1.2.131183,2.9.557000379,2.9.557000370,1.11.540268083,50047,,,,,31651364,2018-10-24T19:51:15,f4d6ef42ffe0886b8a91445a4dbef249dd43453c,,0,"[1,""1.7.224511630""]",41,22380,1
1.2.131183,2.9.557000380,2.9.557000379,1.11.540268084,50048,,,,,31651364,2018-10-24T19:51:15,f4d6ef42ffe0886b8a91445a4dbef249dd43453c,,0,"[0,{}]",41,22381,4
1.2.131183,2.9.557000370,2.9.556999084,1.11.540268074,50046,,,,,31651364,2018-10-24T19:51:15,c3813ce42e2d88909954fb6cb2fdec87ff3535df,,0,"[1,""1.8.94789""]",35,22371,3
1.2.131183,2.9.556999074,2.9.556999027,1.11.540266803,50043,,,,,31651347,2018-10-24T19:50:24,fe98a722742e40133c8116487c7899b1393e423f,,0,"[1,""1.7.224511162""]",0,21100,1
1.2.131183,2.9.556999075,2.9.556999074,1.11.540266804,50044,,,,,31651347,2018-10-24T19:50:24,fe98a722742e40133c8116487c7899b1393e423f,,0,"[0,{}]",0,21101,4
1.2.131183,2.9.556999084,2.9.556999075,1.11.540266813,50045,,,,,31651347,2018-10-24T19:50:24,ba9ac3e7ba17db0f6a14860d82ed509cf19fd5aa,,0,"[1,""1.8.94789""]",6,21110,3
1.2.131183,2.9.556998999,2.9.556998826,1.11.540266728,50039,,,,,31651346,2018-10-24T19:50:21,c7c38cbe31ea3a8a48b16f5feb9458b88280ba64,,0,"[1,""1.8.94789""]",0,21025,3
1.2.131183,2.9.556999001,2.9.556999000,1.11.540266730,50041,,,,,31651346,2018-10-24T19:50:21,1b271a232eda030219f0ac8cdf766e9c25b1bb5a,,0,"[0,{}]",1,21027,4
1.2.131183,2.9.556999000,2.9.556998999,1.11.540266729,50040,,,,,31651346,2018-10-24T19:50:21,1b271a232eda030219f0ac8cdf766e9c25b1bb5a,,0,"[1,""1.7.224511125""]",1,21026,1
1.2.131183,2.9.556999027,2.9.556999001,1.11.540266756,50042,,,,,31651346,2018-10-24T19:50:21,54fc4b53119c56db5411610445782d9a3ced52b3,,0,"[1,""1.8.94789""]",16,21053,3
1.2.131183,2.9.556998826,2.9.556998825,1.11.540266558,50038,,,,,31651344,2018-10-24T19:50:15,e28d2aa921e2fb79f1b0b07ef005e6353280c7e7,,0,"[0,{}]",3,20855,4
1.2.131183,2.9.556998823,2.9.556997168,1.11.540266555,50036,,,,,31651344,2018-10-24T19:50:15,4f8e5a605409ebeba1aac55c381709cc7404a8f1,,0,"[1,""1.8.94789""]",1,20852,3
1.2.131183,2.9.556998825,2.9.556998823,1.11.540266557,50037,,,,,31651344,2018-10-24T19:50:15,e28d2aa921e2fb79f1b0b07ef005e6353280c7e7,,0,"[1,""1.7.224511054""]",3,20854,1
1.2.131183,2.9.556997168,2.9.556997088,1.11.540264915,50035,,,,,31651316,2018-10-24T19:48:51,c34b9c875393f64f99a5600a925961adb06fdb43,,0,"[1,""1.8.94789""]",72,19212,3
1.2.131183,2.9.556997087,2.9.556997053,1.11.540264835,50033,,,,,31651316,2018-10-24T19:48:51,112a9807d3f0774bc8485791b441dca51c2791fa,,0,"[1,""1.7.224510256""]",0,19132,1
1.2.131183,2.9.556997088,2.9.556997087,1.11.540264836,50034,,,,,31651316,2018-10-24T19:48:51,112a9807d3f0774bc8485791b441dca51c2791fa,,0,"[0,{}]",0,19133,4
1.2.131183,2.9.556997053,2.9.556996963,1.11.540264801,50032,,,,,31651315,2018-10-24T19:48:48,500dbd395be40ca3642b1e1eb8156d31698916d0,,0,"[1,""1.8.94789""]",46,19098,3
1.2.131183,2.9.556996955,2.9.556996850,1.11.540264703,50029,,,,,31651314,2018-10-24T19:48:45,a63f295c2da7ca7b28eb2766bbf997e380c4b7f6,,0,"[1,""1.8.94789""]",35,19000,3
1.2.131183,2.9.556996962,2.9.556996955,1.11.540264710,50030,,,,,31651314,2018-10-24T19:48:45,88d2deb8a0fd40672afb048a7304c099accff249,,0,"[1,""1.7.224510202""]",42,19007,1
1.2.131183,2.9.556996963,2.9.556996962,1.11.540264711,50031,,,,,31651314,2018-10-24T19:48:45,88d2deb8a0fd40672afb048a7304c099accff249,,0,"[0,{}]",42,19008,4
1.2.131183,2.9.556996850,2.9.556996849,1.11.540264599,50028,,,,,31651313,2018-10-24T19:48:42,46b53d7b693900dbfbd11130790c5d41ee2f27f4,,0,"[0,{}]",9,18896,4
1.2.131183,2.9.556996849,2.9.556996848,1.11.540264598,50027,,,,,31651313,2018-10-24T19:48:42,46b53d7b693900dbfbd11130790c5d41ee2f27f4,,0,"[1,""1.7.224510161""]",9,18895,1
1.2.131183,2.9.556996848,2.9.556996784,1.11.540264597,50026,,,,,31651313,2018-10-24T19:48:42,59d4058a634a2a0e783d1c632ab326d581ce3483,,0,"[1,""1.8.94789""]",8,18894,3
1.2.131183,2.9.556996784,2.9.556996783,1.11.540264533,50025,,,,,31651312,2018-10-24T19:48:39,8fd6b00bb3958a178333841c1aaf19fb6402ea84,,0,"[0,{}]",15,18830,4
1.2.131183,2.9.556996777,2.9.556996710,1.11.540264526,50023,,,,,31651312,2018-10-24T19:48:39,22632f864501035427fda6aecbdccd408bb06de5,,0,"[1,""1.8.94789""]",9,18823,3
1.2.131183,2.9.556996783,2.9.556996777,1.11.540264532,50024,,,,,31651312,2018-10-24T19:48:39,8fd6b00bb3958a178333841c1aaf19fb6402ea84,,0,"[1,""1.7.224510136""]",15,18829,1
1.2.131183,2.9.556996709,2.9.556996703,1.11.540264459,50021,,,,,31651311,2018-10-24T19:48:36,4ad36dca371543c6f8f8c10652b27772a552b194,,0,"[1,""1.7.224510107""]",15,18756,1
1.2.131183,2.9.556996703,2.9.556995942,1.11.540264453,50020,,,,,31651311,2018-10-24T19:48:36,ecb11cd51babd3438cce74d54d011271fb3d4b7c,,0,"[1,""1.8.94789""]",9,18750,3
1.2.131183,2.9.556996710,2.9.556996709,1.11.540264460,50022,,,,,31651311,2018-10-24T19:48:36,4ad36dca371543c6f8f8c10652b27772a552b194,,0,"[0,{}]",15,18757,4
1.2.131183,2.9.556995942,2.9.556995867,1.11.540263709,50019,,,,,31651299,2018-10-24T19:48:00,3f64c3b087dd2b2c65937922516719e6579d8217,,0,"[1,""1.8.94789""]",7,18006,3
1.2.131183,2.9.556995849,2.9.556995624,1.11.540263619,50013,,,,,31651298,2018-10-24T19:47:57,2a0f0b79b6aef8588e66ca4ae6fa4154b175a2cd,,0,"[1,""1.8.94789""]",0,17916,3
1.2.131183,2.9.556995850,2.9.556995849,1.11.540263620,50014,,,,,31651298,2018-10-24T19:47:57,23f160f56402e7cb83df263c94ace4230114c194,,0,"[1,""1.7.224509746""]",1,17917,1
1.2.131183,2.9.556995861,2.9.556995851,1.11.540263630,50016,,,,,31651298,2018-10-24T19:47:57,51086ca58ce685684d799819392dd40010bd2e75,,0,"[1,""1.8.94789""]",9,17927,3
1.2.131183,2.9.556995866,2.9.556995861,1.11.540263635,50017,,,,,31651298,2018-10-24T19:47:57,7b9bc6d9bdb3b59838c837a2ddbea115ca1330ef,,0,"[1,""1.7.224509755""]",14,17932,1
1.2.131183,2.9.556995851,2.9.556995850,1.11.540263621,50015,,,,,31651298,2018-10-24T19:47:57,23f160f56402e7cb83df263c94ace4230114c194,,0,"[0,{}]",1,17918,4
1.2.131183,2.9.556995867,2.9.556995866,1.11.540263636,50018,,,,,31651298,2018-10-24T19:47:57,7b9bc6d9bdb3b59838c837a2ddbea115ca1330ef,,0,"[0,{}]",14,17933,4
1.2.131183,2.9.556995624,2.9.556995623,1.11.540263395,50012,,,,,31651296,2018-10-24T19:47:51,489ad620606a07ff110bc22e4568c009cf041a22,,0,"[0,{}]",4,17692,4
1.2.131183,2.9.556995621,2.9.556995556,1.11.540263392,50010,,,,,31651296,2018-10-24T19:47:51,92cb9d187e6d409859d1726dc4baea92ddabe002,,0,"[1,""1.8.94789""]",2,17689,3
1.2.131183,2.9.556995623,2.9.556995621,1.11.540263394,50011,,,,,31651296,2018-10-24T19:47:51,489ad620606a07ff110bc22e4568c009cf041a22,,0,"[1,""1.7.224509646""]",4,17691,1
1.2.131183,2.9.556995556,2.9.556995555,1.11.540263328,50009,,,,,31651294,2018-10-24T19:47:45,93daf5bf3f61767a6df7aabfc7b024dd00ba1738,,0,"[0,{}]",85,17625,4
1.2.131183,2.9.556995551,2.9.556995458,1.11.540263323,50007,,,,,31651294,2018-10-24T19:47:45,767491724361a5ce3243454826ced81b50e550d0,,0,"[1,""1.8.94789""]",81,17620,3
1.2.131183,2.9.556995555,2.9.556995551,1.11.540263327,50008,,,,,31651294,2018-10-24T19:47:45,93daf5bf3f61767a6df7aabfc7b024dd00ba1738,,0,"[1,""1.7.224509614""]",85,17624,1
1.2.131183,2.9.556995452,2.9.556993525,1.11.540263224,50004,,,,,31651293,2018-10-24T19:47:42,414e52f19c1ffb6dd2f42acb6e7bfcec6a9706b6,,0,"[1,""1.8.94789""]",54,17521,3
1.2.131183,2.9.556995458,2.9.556995457,1.11.540263230,50006,,,,,31651293,2018-10-24T19:47:42,4b5798e2751f30b9a8d042536a44805f3a57ae0a,,0,"[0,{}]",59,17527,4
1.2.131183,2.9.556995457,2.9.556995452,1.11.540263229,50005,,,,,31651293,2018-10-24T19:47:42,4b5798e2751f30b9a8d042536a44805f3a57ae0a,,0,"[1,""1.7.224509581""]",59,17526,1
1.2.131183,2.9.556993525,2.9.556993470,1.11.540261317,50003,,,,,31651265,2018-10-24T19:46:18,a2e06de159ba03997cb2eb4d979a0463995fcc26,,0,"[1,""1.8.94789""]",11,15614,3
1.2.131183,2.9.556993469,2.9.556993468,1.11.540261261,50001,,,,,31651264,2018-10-24T19:46:15,60ec23e9392ea41bac501de38306b164df79e7b0,,0,"[1,""1.7.224508694""]",12,15558,1
1.2.131183,2.9.556993468,2.9.556993367,1.11.540261260,50000,,,,,31651264,2018-10-24T19:46:15,b8855006f6fbe8da874b1afca14068f3cc15fbd1,,0,"[1,""1.8.94789""]",11,15557,3
1.2.131183,2.9.556993470,2.9.556993469,1.11.540261262,50002,,,,,31651264,2018-10-24T19:46:15,60ec23e9392ea41bac501de38306b164df79e7b0,,0,"[0,{}]",12,15559,4
1.2.131183,2.9.556993351,2.9.556993257,1.11.540261144,49996,,,,,31651263,2018-10-24T19:46:12,ccf425df6f101029142e25d60dad8cb670f42829,,0,"[1,""1.8.94789""]",28,15441,3
1.2.131183,2.9.556993365,2.9.556993364,1.11.540261157,49998,,,,,31651263,2018-10-24T19:46:12,3b523659f8c3f35ed66e794b3ee7c50148c58265,,0,"[0,{}]",36,15454,4
1.2.131183,2.9.556993364,2.9.556993351,1.11.540261156,49997,,,,,31651263,2018-10-24T19:46:12,3b523659f8c3f35ed66e794b3ee7c50148c58265,,0,"[1,""1.7.224508654""]",36,15453,1
1.2.131183,2.9.556993367,2.9.556993365,1.11.540261159,49999,,,,,31651263,2018-10-24T19:46:12,3b523659f8c3f35ed66e794b3ee7c50148c58265,,0,"[0,{}]",36,15456,4
1.2.131183,2.9.556993257,2.9.556993256,1.11.540261051,49995,,,,,31651262,2018-10-24T19:46:09,5253b71ce494ea600b6ee132de331afefcdd1b9c,,0,"[0,{}]",18,15348,4
1.2.131183,2.9.556993250,2.9.556993162,1.11.540261044,49993,,,,,31651262,2018-10-24T19:46:09,dca552fcb1d85621c5d2939af861ba4aa7adfe41,,0,"[1,""1.8.94789""]",12,15341,3
1.2.131183,2.9.556993256,2.9.556993250,1.11.540261050,49994,,,,,31651262,2018-10-24T19:46:09,5253b71ce494ea600b6ee132de331afefcdd1b9c,,0,"[1,""1.7.224508615""]",18,15347,1
1.2.131183,2.9.556993159,2.9.556993145,1.11.540260954,49990,,,,,31651261,2018-10-24T19:46:06,a38dacbd2c6656322152eb21c78c6435b74d30dd,,0,"[1,""1.8.94789""]",9,15251,3
1.2.131183,2.9.556993145,2.9.556993144,1.11.540260940,49989,,,,,31651261,2018-10-24T19:46:06,042e7b2cffbcd0a5537de863407f8e79657f7a29,,0,"[0,{}]",0,15237,4
1.2.131183,2.9.556993161,2.9.556993159,1.11.540260956,49991,,,,,31651261,2018-10-24T19:46:06,5b00e1e7c4c843fbd83b49579197596086103db5,,0,"[1,""1.7.224508580""]",11,15253,1
1.2.131183,2.9.556993144,2.9.556993085,1.11.540260939,49988,,,,,31651261,2018-10-24T19:46:06,042e7b2cffbcd0a5537de863407f8e79657f7a29,,0,"[1,""1.7.224508573""]",0,15236,1
1.2.131183,2.9.556993162,2.9.556993161,1.11.540260957,49992,,,,,31651261,2018-10-24T19:46:06,5b00e1e7c4c843fbd83b49579197596086103db5,,0,"[0,{}]",11,15254,4
1.2.131183,2.9.556993085,2.9.556993014,1.11.540260880,49987,,,,,31651260,2018-10-24T19:46:03,d862c47d8642010498170861b0f9a3e2415a9713,,0,"[1,""1.8.94789""]",5,15177,3
1.2.131183,2.9.556993012,2.9.556992903,1.11.540260807,49984,,,,,31651259,2018-10-24T19:46:00,691cdf3806ade85fd7ebc803c2692c0499733b3a,,0,"[1,""1.8.94789""]",5,15104,3
1.2.131183,2.9.556993013,2.9.556993012,1.11.540260808,49985,,,,,31651259,2018-10-24T19:46:00,757c4d7f99d0cc6d36b28731d2899992c8785f8f,,0,"[1,""1.7.224508507""]",6,15105,1
1.2.131183,2.9.556993014,2.9.556993013,1.11.540260809,49986,,,,,31651259,2018-10-24T19:46:00,757c4d7f99d0cc6d36b28731d2899992c8785f8f,,0,"[0,{}]",6,15106,4
1.2.131183,2.9.556992903,2.9.556992902,1.11.540260704,49983,,,,,31651257,2018-10-24T19:45:54,d37089d032984210c34a3fda435d25eb52045210,,0,"[0,{}]",63,15001,4
1.2.131183,2.9.556992902,2.9.556992900,1.11.540260703,49982,,,,,31651257,2018-10-24T19:45:54,d37089d032984210c34a3fda435d25eb52045210,,0,"[1,""1.7.224508473""]",63,15000,1
1.2.131183,2.9.556992900,2.9.556992796,1.11.540260701,49981,,,,,31651257,2018-10-24T19:45:54,6fbea9e3778cf18b86c7d3cab5d19ca023df5a18,,0,"[1,""1.8.94789""]",61,14998,3
1.2.131183,2.9.556992795,2.9.556992794,1.11.540260597,49979,,,,,31651256,2018-10-24T19:45:51,5793acb6bac5be0550b48fcbbf123834b330b542,,0,"[1,""1.7.224508442""]",62,14894,1
1.2.131183,2.9.556992713,2.9.556992712,1.11.540260516,49977,,,,,31651256,2018-10-24T19:45:51,1ae5b950cb3eef8a3a7e846641ee5515dfc68e78,,0,"[0,{}]",4,14813,4
1.2.131183,2.9.556992794,2.9.556992713,1.11.540260596,49978,,,,,31651256,2018-10-24T19:45:51,9a2c2c67bc293a6c617ba9d74d8e976f42a701b6,,0,"[1,""1.8.94789""]",61,14893,3
1.2.131183,2.9.556992796,2.9.556992795,1.11.540260598,49980,,,,,31651256,2018-10-24T19:45:51,5793acb6bac5be0550b48fcbbf123834b330b542,,0,"[0,{}]",62,14895,4
1.2.131183,2.9.556992712,2.9.556992692,1.11.540260515,49976,,,,,31651256,2018-10-24T19:45:51,1ae5b950cb3eef8a3a7e846641ee5515dfc68e78,,0,"[1,""1.7.224508403""]",4,14812,1
1.2.131183,2.9.556992692,2.9.556992603,1.11.540260495,49975,,,,,31651255,2018-10-24T19:45:48,982a629ecfde1208a3efb31993bf31999695c649,,0,"[1,""1.8.94789""]",64,14792,3
1.2.131183,2.9.556992602,2.9.556992596,1.11.540260406,49973,,,,,31651255,2018-10-24T19:45:48,0f905d60c6cc7a0c11e4bb36c85d15e1eba45300,,0,"[1,""1.7.224508358""]",1,14703,1
1.2.131183,2.9.556992603,2.9.556992602,1.11.540260407,49974,,,,,31651255,2018-10-24T19:45:48,0f905d60c6cc7a0c11e4bb36c85d15e1eba45300,,0,"[0,{}]",1,14704,4
1.2.131183,2.9.556992596,2.9.556992519,1.11.540260400,49972,,,,,31651254,2018-10-24T19:45:45,f461d4ea461c6aa55ff6279c9713ad54b6bc1e0a,,0,"[1,""1.8.94789""]",58,14697,3
1.2.131183,2.9.556992425,2.9.556992424,1.11.540260231,49966,,,,,31651253,2018-10-24T19:45:42,173a5d9be9c276fc084fc6ef10a56452c3626003,,0,"[1,""1.7.224508289""]",5,14528,1
1.2.131183,2.9.556992518,2.9.556992499,1.11.540260323,49970,,,,,31651253,2018-10-24T19:45:42,f3ba36f784e967727cd412fa90eaeddd2567655a,,0,"[1,""1.7.224508319""]",50,14620,1
1.2.131183,2.9.556992426,2.9.556992425,1.11.540260232,49967,,,,,31651253,2018-10-24T19:45:42,173a5d9be9c276fc084fc6ef10a56452c3626003,,0,"[0,{}]",5,14529,4
1.2.131183,2.9.556992499,2.9.556992429,1.11.540260304,49969,,,,,31651253,2018-10-24T19:45:42,7999325286bf3da833cd94e5a7524ad4111521af,,0,"[1,""1.8.94789""]",41,14601,3
1.2.131183,2.9.556992424,2.9.556992314,1.11.540260230,49965,,,,,31651253,2018-10-24T19:45:42,8f34a8d72597ece8490eec74eec5cc1f7c55ca9c,,0,"[1,""1.8.94789""]",4,14527,3
1.2.131183,2.9.556992519,2.9.556992518,1.11.540260324,49971,,,,,31651253,2018-10-24T19:45:42,f3ba36f784e967727cd412fa90eaeddd2567655a,,0,"[0,{}]",50,14621,4
1.2.131183,2.9.556992429,2.9.556992426,1.11.540260235,49968,,,,,31651253,2018-10-24T19:45:42,173a5d9be9c276fc084fc6ef10a56452c3626003,,0,"[0,{}]",5,14532,4
1.2.131183,2.9.556992305,2.9.556992304,1.11.540260111,49960,,,,,31651252,2018-10-24T19:45:39,5f6e6cf28c4f62dac82c97df320c7b54d1708b63,,0,"[0,{}]",2,14408,4
1.2.131183,2.9.556992314,2.9.556992312,1.11.540260120,49964,,,,,31651252,2018-10-24T19:45:39,5f6e6cf28c4f62dac82c97df320c7b54d1708b63,,0,"[0,{}]",2,14417,4
1.2.131183,2.9.556992308,2.9.556992305,1.11.540260114,49961,,,,,31651252,2018-10-24T19:45:39,5f6e6cf28c4f62dac82c97df320c7b54d1708b63,,0,"[0,{}]",2,14411,4
1.2.131183,2.9.556992312,2.9.556992310,1.11.540260118,49963,,,,,31651252,2018-10-24T19:45:39,5f6e6cf28c4f62dac82c97df320c7b54d1708b63,,0,"[0,{}]",2,14415,4
1.2.131183,2.9.556992304,2.9.556992294,1.11.540260110,49959,,,,,31651252,2018-10-24T19:45:39,5f6e6cf28c4f62dac82c97df320c7b54d1708b63,,0,"[1,""1.7.224508242""]",2,14407,1
1.2.131183,2.9.556992310,2.9.556992308,1.11.540260116,49962,,,,,31651252,2018-10-24T19:45:39,5f6e6cf28c4f62dac82c97df320c7b54d1708b63,,0,"[0,{}]",2,14413,4
1.2.131183,2.9.556992294,2.9.556992190,1.11.540260100,49958,,,,,31651251,2018-10-24T19:45:36,8dd7a289f71e71fe91206e9e37d61b214e333075,,0,"[1,""1.8.94789""]",54,14397,3
1.2.131183,2.9.556992190,2.9.556992189,1.11.540259996,49957,,,,,31651250,2018-10-24T19:45:33,50ad5e352ab2a1351a2dd7e7d0d8c086e4c84d83,,0,"[0,{}]",61,14293,4
1.2.131183,2.9.556992189,2.9.556992093,1.11.540259995,49956,,,,,31651250,2018-10-24T19:45:33,50ad5e352ab2a1351a2dd7e7d0d8c086e4c84d83,,0,"[1,""1.7.224508197""]",61,14292,1
1.2.131183,2.9.556992093,2.9.556991589,1.11.540259899,49955,,,,,31651249,2018-10-24T19:45:30,10e4a56da2e52fe22fdee6e00b5ecd754ec109d7,,0,"[1,""1.8.94789""]",53,14196,3
